seed,average_chr,method,method_label,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,round_delay_ms,average_delay_ms,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_position,motion_policy,path_plan_status,path_plan_solver,decision_request_count,decision_request_source,evaluation_request_count,evaluation_request_source,uses_miss_feedback,cache_update_count,direct_llm_fallback
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,0,0,9,10,0.16053019145802652,68.45241547645057,63.66726813802186,30.042925767947956,29.780124124248527,75.81629134595664,28.973492562677443,29.15874566265205,24.65496985231051,68,41,570,679,109,68,41,570,114,456,100.0,0.0,24,17,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,1,10,19,10,0.18955223880597014,68.16606246211025,63.66726813802186,27.721444764872697,34.88620319349908,77.12408387511461,32.15697569484959,24.326994683068982,22.12950411335975,89,38,543,670,127,89,38,543,0,543,100.0,0.0,37,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,2,20,29,10,0.17037037037037037,65.26668835691518,63.66726813802186,31.681709833912805,34.92454093024216,72.12306820061333,27.52702409062087,24.29798494973628,26.29569677271419,108,7,560,675,115,108,7,560,74,486,100.0,0.0,43,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,3,30,39,10,0.15820029027576196,59.57293021294169,63.66726813802186,32.14124835660001,27.17819795652246,64.95923311491296,27.23876370348771,32.005991208771185,36.838988913497765,82,27,580,689,109,82,27,580,0,580,100.0,0.0,39,33,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,4,40,49,10,0.16023738872403562,57.251222563538505,63.66726813802186,31.494919919895146,29.069862059488244,62.46148701209249,27.770703306246425,30.70832303003151,39.846543405161185,39,69,566,674,108,39,69,566,0,566,100.0,0.0,17,40,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,5,50,59,10,0.212481426448737,60.43033760290506,63.66726813802186,34.230740305574976,32.23315693694295,67.85734294920364,24.87608881968792,27.104251005731278,31.541751373066138,48,95,530,673,143,48,95,530,30,500,100.0,0.0,14,42,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,6,60,69,10,0.16326530612244897,65.7555332277181,63.66726813802186,28.05199906294605,32.150018780975444,72.70537417288674,31.753631522927567,27.295274982489826,27.032553436105427,55,57,574,686,112,55,57,574,163,411,100.0,0.0,14,29,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,7,70,79,10,0.23615160349854228,66.55277088791806,63.66726813802186,30.98292536791334,33.89295922722271,77.37739669822756,27.790753451736794,25.154324290106587,22.811825879602974,131,31,524,686,162,131,31,524,30,494,100.0,0.0,33,16,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,8,80,89,10,0.23538011695906433,63.54759440184523,63.66726813802186,27.001962944068637,32.75396984052578,74.61081150980365,34.50620539327698,26.984686244951373,25.345235416727938,144,17,523,684,161,144,17,523,0,523,100.0,0.0,43,12,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False
42,0.19070820401740027,static_mrsu_llm,Static mRSU + LLM,50,50,50,9,90,99,10,0.22091310751104565,61.68023427589332,63.66726813802186,33.020061739260775,30.881256645257825,69.85949769123721,26.090447888299156,28.188277685813105,28.837649847245984,137,13,529,679,150,137,13,529,24,505,100.0,0.0,41,21,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,0,0,9,10,0.21354933726067746,66.19484939607449,59.88337256499202,29.834025976361392,29.493985989639786,76.1056766527692,29.156027371372172,29.4076347000957,24.263470973206047,86,59,534,679,145,86,59,534,114,420,100.0,0.0,24,17,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,1,10,19,10,0.23432835820895523,66.13378531887167,59.88337256499202,28.261831741018156,34.89487212050822,77.16824141127894,31.41622971506084,24.320517159160342,22.093946397186063,114,43,513,670,157,114,43,513,0,513,100.0,0.0,37,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,2,20,29,10,0.22518518518518518,63.26474492244063,59.88337256499202,31.47301347927719,33.36805118927014,72.4391856501289,27.792063610551192,25.61367557715239,25.986838645728405,134,18,523,675,152,134,18,523,74,449,100.0,0.0,43,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,3,30,39,10,0.2539912917271408,56.427608315116345,59.88337256499202,31.92783123849001,27.90324177272291,65.2622583632738,27.62583185501906,31.193622244654676,36.583169488976345,112,63,514,689,175,112,63,514,0,514,100.0,0.0,39,33,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,4,40,49,10,0.31305637982195844,52.37928742943633,59.88337256499202,31.823296515158894,29.452417854201403,62.499877593741495,27.388449308218387,30.032081174759615,39.96386639550259,64,147,463,674,211,64,147,463,0,463,100.0,0.0,17,40,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,5,50,59,10,0.28083209509658247,57.986926783638076,59.88337256499202,34.00919944872107,32.6007971535739,67.75751932004286,25.057397445968466,26.65352979426286,31.780215166708768,49,140,484,673,189,49,140,484,30,454,100.0,0.0,14,42,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,6,60,69,10,0.2521865889212828,62.40794866936656,59.88337256499202,28.72571130975441,32.903933225935376,72.88705022154075,30.80615275831626,26.432002167291188,26.96946794225444,65,108,513,686,173,65,108,513,163,350,100.0,0.0,14,29,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,7,70,79,10,0.282798833819242,64.63798617090289,59.88337256499202,31.087827081587452,33.80379170697861,77.62422279653295,27.728099525802925,25.25886337961384,22.670597212718185,150,44,492,686,194,150,44,492,30,462,100.0,0.0,33,16,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,8,80,89,10,0.4093567251461988,55.15488913941775,59.88337256499202,27.09079630226703,33.4468812745806,74.16472977104503,34.04581339911268,26.06910129976458,25.986904687079413,252,28,404,684,280,252,28,404,0,404,100.0,0.0,43,12,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False
42,0.28864924535082837,static_mrsu_llm,Static mRSU + LLM,100,100,100,9,90,99,10,0.4212076583210604,54.287121942804816,59.88337256499202,32.64128842097443,30.03811374629476,70.29789089841803,26.46966760336502,29.519066509143197,28.160069851110897,247,39,393,679,286,247,39,393,24,369,100.0,0.0,41,21,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,0,0,9,10,0.06332842415316642,72.7240624588901,57.742675659416356,30.02215163410979,31.406847391124575,75.58066061119726,29.06468766128379,27.452272821265215,25.042280405599794,29,14,636,679,43,29,14,636,114,522,100.0,0.0,24,17,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,1,10,19,10,0.31791044776119404,62.10825356759749,57.742675659416356,28.014581821897757,34.906135097678465,77.12410037687268,31.507251476113513,24.312082377790738,22.13675483754018,155,58,457,670,213,155,58,457,0,457,100.0,0.0,37,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,2,20,29,10,0.29777777777777775,60.37352415969652,57.742675659416356,31.65198734674451,34.40310392762841,72.4600453287033,27.584449820368945,24.69753258109517,26.0079052962607,185,16,474,675,201,185,16,474,74,400,100.0,0.0,43,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,3,30,39,10,0.34252539912917274,53.43212984427618,57.742675659416356,32.122167465193854,26.9028139302531,65.36357482436263,27.384000682710564,32.39325221119836,36.364562831357645,164,72,453,689,236,164,72,453,0,453,100.0,0.0,39,33,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,4,40,49,10,0.3486646884272997,51.12439172569356,57.742675659416356,31.605912213925613,29.42683314350102,62.386832848279205,27.582120153817513,30.042543242770137,40.18761569280944,71,164,439,674,235,71,164,439,0,439,100.0,0.0,17,40,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,5,50,59,10,0.3774145616641902,54.761834360992076,57.742675659416356,34.21827485466686,32.366612653931924,68.05510389021939,24.874374279484613,26.964844347866,31.268951435968976,64,190,419,673,254,64,190,419,30,389,100.0,0.0,14,42,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,6,60,69,10,0.29300291545189505,60.91224956028651,57.742675659416356,28.595951760685352,32.76524897841863,73.19624237808495,31.060014731324074,26.544500225940197,26.634855794333088,72,129,485,686,201,72,129,485,163,322,100.0,0.0,14,29,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,7,70,79,10,0.41253644314868804,58.78084497366075,57.742675659416356,31.016244903961184,33.615398686428705,77.83305392833746,27.77929144180377,25.403222397803003,22.481526479551295,214,69,403,686,283,214,69,403,30,373,100.0,0.0,33,16,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,8,80,89,10,0.4824561403508772,51.280876551824306,57.742675659416356,26.63876771783594,32.06560784364171,73.71578194960104,34.777472922144845,28.339889617952984,26.149643557256493,295,35,354,684,330,295,35,354,0,354,100.0,0.0,43,12,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False
42,0.3405425339837752,static_mrsu_llm,Static mRSU + LLM,150,150,150,9,90,99,10,0.4698085419734904,51.99456491245253,57.742675659416356,32.255678256561524,30.201597061149577,69.6908198187416,26.771026349010317,29.353840371788603,28.99900209693825,283,36,360,679,319,283,36,360,24,336,100.0,0.0,41,21,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.39621103923995893,static_mrsu_llm,Static mRSU + LLM,200,200,200,0,0,9,10,0.36229749631811486,59.11663323815982,55.55658705408284,30.003750046658915,29.740161040980094,75.7070423665214,28.9683032636006,29.10471638844205,24.47131615056058,163,83,433,679,246,163,83,433,114,319,100.0,0.0,24,17,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.39621103923995893,static_mrsu_llm,Static mRSU + LLM,200,200,200,1,10,19,10,0.4208955223880597,57.169129009426015,55.55658705408284,27.999685033615805,34.91416757828133,77.15778464896525,31.513741908674128,24.306083201270727,22.12722977968996,214,68,388,670,282,214,68,388,0,388,100.0,0.0,37,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.39621103923995893,static_mrsu_llm,Static mRSU + LLM,200,200,200,2,20,29,10,0.36592592592592593,57.77686381378084,55.55658705408284,31.83661424167985,34.92454093024216,72.68212153366841,27.389848342907,24.29798494973628,25.81908360379982,238,9,428,675,247,238,9,428,74,354,100.0,0.0,43,13,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.39621103923995893,static_mrsu_llm,Static mRSU + LLM,200,200,200,3,30,39,10,0.4223512336719884,50.62216012059376,55.55658705408284,32.18571118148654,26.86922437537301,65.2107908899094,27.29904648587372,32.462205868671475,36.55425253902883,208,83,398,689,291,208,83,398,0,398,100.0,0.0,39,33,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.39621103923995893,static_mrsu_llm,Static mRSU + LLM,200,200,200,4,40,49,10,0.41839762611275966,48.800608923451904,55.55658705408284,31.59550744228179,29.452656641532986,62.232774286295,27.5844956410872,29.995646303552768,40.492224115853055,89,193,392,674,282,89,193,392,0,392,100.0,0.0,17,40,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.39621103923995893,static_mrsu_llm,Static mRSU + LLM,200,200,200,5,50,59,10,0.4086181277860327,53.657237205836324,55.55658705408284,34.12164379653583,32.524782696079434,67.95387928259125,24.95184362123325,26.773796217363543,31.522925007988214,76,199,398,673,275,76,199,398,30,368,100.0,0.0,14,42,100.0,static_mrsu_llm_cache,static,none,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
