seed,average_chr,method,method_label,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,round_delay_ms,average_delay_ms,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_position,motion_policy,path_plan_status,path_plan_solver,decision_request_count,decision_request_source,evaluation_request_count,evaluation_request_source,uses_miss_feedback,cache_update_count,direct_llm_fallback
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,0,0,9,10,0.15169366715758467,69.04844125292473,62.362823401746255,30.073722261010076,29.626870737391766,76.05278912571993,28.929776941547747,29.29413196741634,24.41759303945678,58,45,576,679,103,58,45,576,114,462,100.0,0.0,24,17,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,1,10,19,10,0.1626865671641791,69.31144994072737,62.362823401746255,27.653940451687095,34.89316236139483,76.99240080203707,32.11253025278062,24.32186341498743,22.218111369910336,77,32,561,670,109,77,32,561,0,561,100.0,0.0,37,13,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,2,20,29,10,0.17037037037037037,65.42958509180147,62.362823401746255,31.656239698023754,33.26096088639084,72.31360248268332,27.532202456205784,25.71447367090061,26.115198718568383,97,18,560,675,115,97,18,560,74,486,100.0,0.0,43,13,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,3,30,39,10,0.1988388969521045,58.23236164976185,62.362823401746255,31.829807628642556,28.63284002484118,65.03420858428504,27.688261630883517,30.39339289955123,36.84181784467196,94,43,552,689,137,94,43,552,0,552,100.0,0.0,39,33,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,4,40,49,10,0.22106824925816024,55.33648905386354,62.362823401746255,31.925789981656603,29.39128063676532,62.46343209433584,27.259926421538147,30.11080104931343,40.01843913434532,49,100,525,674,149,49,100,525,0,525,100.0,0.0,17,40,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,5,50,59,10,0.2436849925705795,59.32508859264182,62.362823401746255,34.18707214132771,31.940364473562575,67.95424304872695,24.910520145289407,27.44311459095435,31.39869960169177,44,120,509,673,164,44,120,509,30,479,100.0,0.0,14,42,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,6,60,69,10,0.22886297376093295,63.53207276841796,62.362823401746255,29.633620113744673,32.133560452931825,73.14372255019666,29.816724804325915,27.199828886930014,26.589452647413015,62,95,529,686,157,62,95,529,163,366,100.0,0.0,14,29,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,7,70,79,10,0.27696793002915454,64.80826511947564,62.362823401746255,30.63725854953012,33.375971723269416,77.6108420615224,28.134413954913555,25.60280425277717,22.633563002459944,138,52,496,686,190,138,52,496,30,466,100.0,0.0,33,16,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,8,80,89,10,0.29385964912280704,60.91848614743961,62.362823401746255,26.261452109271374,31.770848626163914,74.80486752503353,35.22533013203799,28.01575974996366,25.040443290416345,154,47,483,684,201,154,47,483,0,483,100.0,0.0,43,12,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,684,current_service_window_true_requests,True,10,False
42,0.22764574495522943,static_mrsu,Static mRSU,50,50,50,9,90,99,10,0.3284241531664212,57.75178242871119,62.362823401746255,32.39236838478831,30.97830164435814,70.3518912076198,26.67791974200794,28.68820635627365,27.914132675320328,159,64,456,679,223,159,64,456,24,432,100.0,0.0,41,21,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,10,False
42,0.33906093426676864,static_mrsu,Static mRSU,100,100,100,0,0,9,10,0.2341678939617084,65.10447010792385,58.01275126739439,29.985120821916986,29.767992511707835,75.86752223634198,28.98571705900101,29.11737001079205,24.50476304543877,100,59,520,679,159,100,59,520,114,406,100.0,0.0,24,17,100.0,static_mrsu,static,none,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,10,False
