seed,average_chr,method,method_label,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,round_delay_ms,average_delay_ms,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_position,motion_policy,path_plan_status,path_plan_solver,decision_request_count,decision_request_source,evaluation_request_count,evaluation_request_source,uses_miss_feedback,cache_update_count,direct_llm_fallback
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,0,0,9,10,0.06332842415316642,73.27049145438352,65.77735153023757,34.66456531772529,29.592549636419328,76.19963524546614,24.49137137501975,29.34904888274669,24.246393999695243,3,40,636,679,43,3,40,636,451,185,290.0,19.0,1,17,,direct_llm_motion,,,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,1,10,19,10,0.04328358208955224,74.92425995895378,65.77735153023757,34.19144101606607,34.550101223186644,76.75141949646451,24.851326152213467,24.577803802287015,22.3283617416957,1,28,641,670,29,1,28,641,514,127,490.0,20.0,1,13,,direct_llm_motion,,,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,2,20,29,10,0.08444444444444445,68.67562112870762,65.77735153023757,32.6716892133457,31.38201243680763,72.06315151062485,26.12264696927905,27.374482837339592,26.275273017713594,25,32,618,675,57,25,32,618,369,249,730.0,24.0,9,13,,direct_llm_motion,,,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,3,30,39,10,0.15239477503628446,59.5215166679325,65.77735153023757,27.5560506300623,29.315775528698033,65.04274024084121,31.937513373824583,29.721684791679944,36.62086716965288,30,75,584,689,105,30,75,584,63,521,10.0,28.0,13,33,,direct_llm_motion,,,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,4,40,49,10,0.16172106824925817,57.315851911679424,65.77735153023757,30.582029842993396,30.346136024415507,62.49798348828627,28.524972991087758,28.838249743255183,39.84411948261731,50,59,565,674,109,50,59,565,0,565,310.0,30.0,23,40,,direct_llm_motion,,,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,5,50,59,10,0.18722139673105498,60.933400320094634,65.77735153023757,29.867666581739787,34.916974378092384,67.99700063649168,29.652058281290433,24.303570273835167,31.437877004999194,116,10,547,673,126,116,10,547,83,464,610.0,30.0,42,42,,direct_llm_motion,,,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,6,60,69,10,0.2478134110787172,61.79934727226385,65.77735153023757,29.39106588895772,26.21302257434358,72.60583321173853,30.128879600426195,33.709821503313954,27.349697897735975,149,21,516,686,170,149,21,516,53,463,890.0,28.0,39,29,,direct_llm_motion,,,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,7,70,79,10,0.22011661807580174,67.5179550498015,65.77735153023757,32.39296557096521,33.302686315646234,77.37902433619249,26.97767965256627,25.6925320722444,22.85519696247187,120,31,535,686,151,120,31,535,0,535,170.0,28.0,36,16,,direct_llm_motion,,,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,8,80,89,10,0.1652046783625731,68.17922677627384,65.77735153023757,33.17657597944142,34.80655839536245,75.06908626600254,26.160361497140553,24.385368021812617,24.876147250377397,100,13,571,684,113,100,13,571,244,327,470.0,30.0,26,12,,direct_llm_motion,,,680,predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False
42,0.14359849519763757,direct_llm,Direct LLM,50,50,50,9,90,99,10,0.11045655375552282,65.76655879241828,65.77735153023757,31.24226737931104,32.64460619428103,69.98154116446956,28.107443214556064,26.2556507567515,28.289879208039373,44,31,604,679,75,44,31,604,365,239,770.0,30.0,12,21,,direct_llm_motion,,,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,0,0,9,10,0.08689248895434462,72.49398317945443,63.75700605616326,34.66456531772529,29.597739392835106,76.53518358878684,24.49137137501975,29.2963301614569,23.900716264730278,5,54,620,679,59,5,54,620,451,169,290.0,19.0,1,17,,direct_llm_motion,,,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,1,10,19,10,0.056716417910447764,74.4476020526311,63.75700605616326,33.78977532833141,34.5969174801127,76.8513502593817,25.166170290116508,24.54219790837825,22.261607071214524,6,32,632,670,38,6,32,632,514,118,510.0,22.0,2,13,,direct_llm_motion,,,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,2,20,29,10,0.1274074074074074,66.86053029823847,63.75700605616326,31.49256817157793,31.55354597898213,72.02005783536414,27.240891936427293,27.223040870458046,26.26021497757084,42,44,589,675,86,42,44,589,350,239,770.0,26.0,11,13,,direct_llm_motion,,,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,3,30,39,10,0.2525399129172714,55.84817032259874,63.75700605616326,27.15903532999344,29.478407364172757,64.98725134883033,32.608903906308434,29.54578775149759,36.776183826306884,51,123,515,689,174,51,123,515,49,466,70.0,30.0,15,33,,direct_llm_motion,,,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,4,40,49,10,0.2774480712166172,53.93078220028936,63.75700605616326,31.218754340853057,31.48079561473783,62.60770586611284,27.780413380204728,27.542821735491234,39.55837197045147,105,82,487,674,187,105,82,487,0,487,370.0,30.0,31,40,,direct_llm_motion,,,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,5,50,59,10,0.27934621099554235,57.34788343319811,63.75700605616326,29.19301401316124,34.4323527093471,68.0238628139215,30.200514462229666,24.686637546471445,31.58934870587652,166,22,485,673,188,166,22,485,97,388,670.0,30.0,41,42,,direct_llm_motion,,,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,6,60,69,10,0.34839650145772594,57.6941757647599,63.75700605616326,31.00104320825777,28.77424546558275,72.14070060144364,27.961196876758635,30.630575807848707,28.00265343495102,204,35,447,686,239,204,35,447,19,428,950.0,28.0,40,29,,direct_llm_motion,,,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,7,70,79,10,0.29737609329446063,64.10906977632055,63.75700605616326,32.601880284848725,33.60752418764214,77.36477970983528,26.79080905112302,25.413881092432234,22.889583208505126,166,38,482,686,204,166,38,482,27,455,230.0,28.0,34,16,,direct_llm_motion,,,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,8,80,89,10,0.11695906432748537,70.45537907702347,63.75700605616326,32.43992381168084,33.156258540939625,75.47393492970193,26.569033688074196,25.853379378481375,24.230441020653444,66,14,604,684,80,66,14,604,423,181,530.0,30.0,15,12,,direct_llm_motion,,,680,predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False
42,0.19859393113384455,direct_llm,Direct LLM,100,100,100,9,90,99,10,0.14285714285714285,64.5395028137451,63.75700605616326,31.95372463283256,31.60251747204798,69.99943138293098,27.089957686204116,27.27465100667159,28.19305140414192,49,48,582,679,97,49,48,582,335,247,830.0,30.0,12,21,,direct_llm_motion,,,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,0,0,9,10,0.10309278350515463,71.99209118451618,61.695821052172064,34.66456531772529,29.607829103395073,76.82232872902657,24.49137137501975,29.25821528831008,23.609317376489432,5,65,609,679,70,5,65,609,451,158,290.0,19.0,1,17,,direct_llm_motion,,,680,predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,1,10,19,10,0.07761194029850746,73.72754744309434,61.695821052172064,34.19144101606607,34.55193715483084,77.02446043844785,24.851326152213467,24.576407492721984,22.141970065059347,1,51,618,670,52,1,51,618,514,104,490.0,20.0,1,13,,direct_llm_motion,,,680,predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,2,20,29,10,0.13925925925925925,66.90894834736888,61.695821052172064,32.753775689674335,31.80611632383663,72.5441968969978,26.05601795694906,26.990679525254595,25.792414686163973,27,67,581,675,94,27,67,581,369,212,730.0,24.0,9,13,,direct_llm_motion,,,680,predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,3,30,39,10,0.3033381712626996,54.47158041080482,61.695821052172064,27.79019185547107,29.079847994273305,65.64846916351561,31.72160232700849,30.053490231650724,35.802857710659616,45,164,480,689,209,45,164,480,63,417,10.0,28.0,13,33,,direct_llm_motion,,,680,predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,4,40,49,10,0.3545994065281899,51.01436727438932,61.695821052172064,30.058890604657194,29.609137990320495,62.699465798632694,29.35774786723252,29.807489191286642,39.6290956409467,73,166,435,674,239,73,166,435,0,435,290.0,28.0,20,40,,direct_llm_motion,,,680,predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,5,50,59,10,0.32540861812778604,56.573249019942246,61.695821052172064,30.894036650677045,33.25755640550974,68.56470278095941,28.153072691124347,25.963203141484065,31.001677184940217,143,76,454,673,219,143,76,454,83,371,570.0,28.0,39,42,,direct_llm_motion,,,680,predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False
42,0.25591815092463854,direct_llm,Direct LLM,150,150,150,6,60,69,10,0.27696793002915454,60.94483542448855,61.695821052172064,27.791265630000254,30.538944755914237,73.34564911028174,31.896484360398706,29.069661419871416,26.69502296918576,136,54,496,686,190,136,54,496,119,377,810.0,24.0,36,29,,direct_llm_motion,,,680,predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False
