episode,seed,epsilon,episode_reward,episode_average_chr,episode_average_local_rsu_chr,episode_average_delay_ms,loss,rounds,mrsu_cache_capacity,frsu_cache_capacity
0,42,1.0,3.503390231473065,0.3503390231473065,0.5443928779031535,47.598575476916835,0.0,10,250,250
1,43,0.99,4.351237133383473,0.4351237133383473,0.5362313863826119,47.84578706729232,0.0,10,250,250
2,44,0.9801,4.644940210584972,0.4644940210584972,0.5402248418896052,47.6147045678378,0.0,10,250,250
3,45,0.9702989999999999,3.807752928932404,0.3807752928932404,0.5010709950333794,50.060321242754576,0.0,10,250,250
4,46,0.96059601,4.155624272941588,0.4155624272941588,0.5584430920356663,46.24108660060722,0.0,10,250,250
5,47,0.9509900498999999,4.083590016589168,0.4083590016589168,0.5357687809090591,47.677521496127625,0.0,10,250,250
6,48,0.9414801494009999,4.693895527688632,0.4693895527688632,0.5284009628401364,49.28286200371916,0.1417750780071531,10,250,250
7,49,0.9320653479069899,4.370894558421651,0.4370894558421651,0.5244118957318679,48.78418533737016,0.046557432413101195,10,250,250
8,50,0.92274469442792,4.291986367775988,0.4291986367775988,0.5305076142352719,48.030397219325884,0.017881991155445576,10,250,250
9,51,0.9135172474836407,4.659045145936525,0.4659045145936525,0.5367193641442881,46.94354633596259,0.011908842204138636,10,250,250
10,52,0.9043820750088043,4.491811638304938,0.4491811638304938,0.5309538004463724,49.022657882628465,0.009138101246207952,10,250,250
11,53,0.8953382542587163,4.272224905159057,0.42722249051590566,0.5371501246940726,47.76284530640707,0.006050225347280502,10,250,250
12,54,0.8863848717161291,3.7763073537569003,0.37763073537569003,0.5357159764639985,47.05502733185802,0.00738347927108407,10,250,250
13,55,0.8775210229989678,4.172670601266809,0.4172670601266809,0.5391173835978738,46.91105576804202,0.009000625181943177,10,250,250
14,56,0.8687458127689781,3.9315322233589205,0.39315322233589206,0.5412114024340469,48.3047372924289,0.008978407783433794,10,250,250
15,57,0.8600583546412883,4.031133119915674,0.4031133119915674,0.5380331525946284,48.42443300237258,0.010761153604835271,10,250,250
16,58,0.8514577710948754,4.775534707429564,0.4775534707429564,0.5531066732019564,46.49841849598337,0.009719619806855918,10,250,250
17,59,0.8429431933839266,4.09442947721252,0.409442947721252,0.5433845452132168,47.63315325153781,0.005533224809914828,10,250,250
18,60,0.8345137614500874,4.927827564258365,0.4927827564258365,0.5417659715282173,47.83959302189605,0.005452624242752791,10,250,250
19,61,0.8261686238355865,3.5191838629522247,0.3519183862952225,0.5365340547416777,47.28508220650843,0.00436022225767374,10,250,250
20,62,0.8179069375972307,3.9917466462441933,0.3991746646244193,0.5179325655959718,48.582883009471,0.003603735426440835,10,250,250
21,63,0.8097278682212583,4.327938651912803,0.4327938651912803,0.5318689047214252,48.18857621553832,0.006031719059683383,10,250,250
22,64,0.8016305895390458,4.246132184337223,0.4246132184337223,0.5468133190406002,46.57142381279432,0.0029498746152967215,10,250,250
23,65,0.7936142836436553,4.475450728744272,0.44754507287442724,0.5260088934530595,48.672674918566784,0.0037333264132030307,10,250,250
24,66,0.7856781408072188,4.151662684823365,0.4151662684823365,0.5400814736971684,48.095037352186026,0.0041399245499633254,10,250,250
25,67,0.7778213593991465,4.321661158669275,0.4321661158669275,0.5584441130181517,46.85476347792462,0.004737162019591778,10,250,250
26,68,0.7700431458051551,3.967371404667911,0.3967371404667911,0.5346875032262531,48.98606411701984,0.05101655158214271,10,250,250
27,69,0.7623427143471035,3.94167690847207,0.39416769084720704,0.5453756073841639,48.78024671947877,0.037482871860265735,10,250,250
28,70,0.7547192872036325,4.067475865826113,0.4067475865826113,0.532990416950369,47.899569306276476,0.02189804445952177,10,250,250
29,71,0.7471720943315961,4.159103277493602,0.4159103277493602,0.5346779126507225,47.763269921966334,0.018990380689501762,10,250,250
30,72,0.7397003733882802,4.378409383980285,0.4378409383980285,0.5650169237100565,46.11798213026442,0.017994261626154185,10,250,250
31,73,0.7323033696543974,5.016173291298569,0.5016173291298569,0.5736440012803357,46.622460436201195,0.014980873139575124,10,250,250
32,74,0.7249803359578534,3.8644294058954713,0.38644294058954715,0.5487661608075903,48.0441698681995,0.01554782260209322,10,250,250
33,75,0.7177305325982748,3.9427602527546246,0.39427602527546246,0.5532488226601743,46.267036407072716,0.011768762581050396,10,250,250
34,76,0.7105532272722921,3.9659684485052717,0.39659684485052715,0.5371147298865118,47.407117518813365,0.011958615807816386,10,250,250
35,77,0.7034476949995692,4.2070592159781715,0.42070592159781717,0.5347960718545114,47.8675565246615,0.010540616605430842,10,250,250
36,78,0.6964132180495735,4.518841982426402,0.45188419824264014,0.5399660162602702,48.68065667268487,0.008586004283279181,10,250,250
37,79,0.6894490858690777,4.586655636335167,0.45866556363351674,0.5561526827802965,47.3979852906531,0.010641454067081214,10,250,250
38,80,0.682554595010387,4.269639581540599,0.42696395815405996,0.5422509787995111,47.617205184499674,0.008473377348855138,10,250,250
39,81,0.6757290490602831,4.221848833553278,0.4221848833553278,0.5317769937175492,48.249928747964894,0.008961951732635498,10,250,250
40,82,0.6689717585696803,4.566577928090471,0.45665779280904706,0.5503682436214705,47.22567651913999,0.007390331150963903,10,250,250
41,83,0.6622820409839835,4.300042969972722,0.4300042969972722,0.5497578895531066,46.80979530255246,0.008076485572382807,10,250,250
42,84,0.6556592205741436,3.8008987774291128,0.38008987774291125,0.5582528600280201,47.3408531727276,0.010261554084718228,10,250,250
43,85,0.6491026283684022,4.556789948374529,0.45567899483745294,0.5280710737760443,48.72469193470962,0.008855258580297232,10,250,250
44,86,0.6426116020847181,4.269006199746181,0.42690061997461803,0.5443680939971307,47.40267434936171,0.007609384600073099,10,250,250
