episode,seed,epsilon,episode_reward,episode_average_chr,episode_average_local_rsu_chr,episode_average_delay_ms,loss,rounds,mrsu_cache_capacity,frsu_cache_capacity
0,42,1.0,3.06847522754656,0.306847522754656,0.47970493894246935,50.028176517345095,0.0,10,200,200
1,43,0.99,3.98944750450931,0.39894475045093103,0.4831548119839108,49.78256208809429,0.0,10,200,200
2,44,0.9801,4.1387266508926555,0.41387266508926557,0.48376872931835563,49.61251390539634,0.0,10,200,200
3,45,0.9702989999999999,3.385285509085573,0.33852855090855727,0.4414035027493931,52.43481162435609,0.0,10,200,200
4,46,0.96059601,3.689285512760023,0.36892855127600227,0.48786813520942063,48.876164790370495,0.0,10,200,200
5,47,0.9509900498999999,3.3481717848827475,0.33481717848827475,0.4683132129677439,50.177857338087605,0.0,10,200,200
6,48,0.9414801494009999,4.135399792543629,0.4135399792543629,0.4658285620505193,51.88098609465844,0.11702957430056163,10,200,200
7,49,0.9320653479069899,3.9087186450723936,0.3908718645072394,0.4704459881690307,50.77528147781714,0.03560481444001198,10,200,200
8,50,0.92274469442792,3.8439874472264726,0.38439874472264723,0.4741666437919038,50.32641949007629,0.013779715541750193,10,200,200
9,51,0.9135172474836407,4.06045469960373,0.40604546996037294,0.47356835993522334,49.31547104654352,0.008832475170493126,10,200,200
10,52,0.9043820750088043,4.073145651493745,0.40731456514937453,0.4692720536985142,51.62895052596631,0.00537275078240782,10,200,200
11,53,0.8953382542587163,3.7814866174117783,0.37814866174117784,0.4765163545361034,49.929021451970044,0.004511674935929477,10,200,200
12,54,0.8863848717161291,3.3761289163181845,0.33761289163181846,0.4848935200472164,48.825430127097704,0.006102723185904324,10,200,200
13,55,0.8775210229989678,3.6839760592332893,0.36839760592332893,0.47556989433082375,49.10361255204121,0.007306976220570504,10,200,200
14,56,0.8687458127689781,3.5034248129470296,0.35034248129470297,0.4812267375658267,50.44128812084467,0.008002240722998977,10,200,200
15,57,0.8600583546412883,3.622481545900227,0.3622481545900227,0.4824133892964994,50.592398330194854,0.008814098685979843,10,200,200
16,58,0.8514577710948754,4.142320025176112,0.41423200251761116,0.4790818065962861,49.2322949217508,0.006978532578796148,10,200,200
17,59,0.8429431933839266,3.652463128174537,0.36524631281745373,0.48479572926037007,49.78213958287259,0.0036723387893289328,10,200,200
18,60,0.8345137614500874,3.9437203470533957,0.39437203470533955,0.4788605709321837,49.923515982598026,0.004240577958989888,10,200,200
19,61,0.8261686238355865,3.1349457921365564,0.31349457921365564,0.4777140258143481,49.47210292820878,0.0028005570988170803,10,200,200
20,62,0.8179069375972307,3.5776850875820374,0.35776850875820376,0.4650953792073304,50.64143123434308,0.0025255586951971054,10,200,200
21,63,0.8097278682212583,3.925026978885649,0.3925026978885649,0.4819515107653419,50.023009718907566,0.004658077610656619,10,200,200
22,64,0.8016305895390458,3.9790516504835862,0.3979051650483586,0.48393325507439505,49.50971146724838,0.002118155639618635,10,200,200
23,65,0.7936142836436553,3.95602166061507,0.395602166061507,0.45754993465947014,51.24292865178912,0.0029622381320223213,10,200,200
24,66,0.7856781408072188,3.6990166072460275,0.36990166072460273,0.48172560695478567,50.16783324193705,0.00319429641822353,10,200,200
25,67,0.7778213593991465,3.906071305849347,0.3906071305849347,0.4801373262138154,50.189478539529844,0.0037345697870478033,10,200,200
26,68,0.7700431458051551,4.265641845959931,0.4265641845959931,0.49248334826047174,51.00170033502056,0.0446519578807056,10,200,200
27,69,0.7623427143471035,3.4819387533896826,0.3481938753389683,0.48891632927960743,50.997068545002676,0.032292873784899714,10,200,200
28,70,0.7547192872036325,3.9284563596576243,0.39284563596576244,0.4792447229869616,49.55611058965972,0.02018187064677477,10,200,200
29,71,0.7471720943315961,3.8351713725259917,0.38351713725259917,0.46724957439869164,50.79194876611533,0.0164880053140223,10,200,200
30,72,0.7397003733882802,3.9039193550485534,0.39039193550485535,0.5091763094616367,47.91173376420001,0.015923516266047953,10,200,200
31,73,0.7323033696543974,4.456885249079805,0.44568852490798055,0.4979935421902818,49.405091041701084,0.013476560544222593,10,200,200
32,74,0.7249803359578534,3.5340112107813364,0.35340112107813365,0.4894265860536612,50.27560826207088,0.014055541437119245,10,200,200
33,75,0.7177305325982748,3.586653979465623,0.35866539794656227,0.4996358455991957,48.24584852729593,0.011624818854033946,10,200,200
34,76,0.7105532272722921,3.542861945655269,0.3542861945655269,0.4778667267130993,49.59827604347734,0.012038152711465955,10,200,200
35,77,0.7034476949995692,3.797067091233413,0.3797067091233413,0.48181658763653284,49.86730056004241,0.010201500030234456,10,200,200
36,78,0.6964132180495735,3.9967426708254954,0.39967426708254955,0.48436175108096996,50.83428782123699,0.008979040663689375,10,200,200
